23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
23,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
21,7,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
13,3,0
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,6,1
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
16,5,2
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,6,1
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
13,5,2
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
8,2,1
